ASV_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV2296,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,f_Actinosynnemataceae_ASV2296,g_f_Actinosynnemataceae_ASV2296_ASV2296
ASV2297,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,g_Actinomyces_ASV2297
ASV2298,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,f_Actinosynnemataceae_ASV2298,g_f_Actinosynnemataceae_ASV2298_ASV2298
ASV2299,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2299
ASV2300,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2300
ASV2301,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2301
ASV2302,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,g_Actinomycetospora_ASV2302
ASV2303,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2303
ASV2304,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2304
ASV2305,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2305
ASV2306,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2306
ASV2307,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2307
ASV2308,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2308
ASV2309,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2309
ASV2310,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2310
ASV2311,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2311
ASV2312,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia_ASV2312
ASV2313,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Lentzea,g_Lentzea_ASV2313
ASV2314,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Saccharothrix,g_Saccharothrix_ASV2314
ASV2315,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,g_Streptomyces_ASV2315
ASV2316,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,f_Streptomycetaceae_ASV2316,g_f_Streptomycetaceae_ASV2316_ASV2316
ASV2317,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,soli
ASV2318,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,f_Streptosporangiaceae_ASV2318,g_f_Streptosporangiaceae_ASV2318_ASV2318
ASV2319,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Sphaerisporangium,g_Sphaerisporangium_ASV2319
ASV2320,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,o_0319-7L14_ASV2320,f_o_0319-7L14_ASV2320_ASV2320,g_f_o_0319-7L14_ASV2320_ASV2320_ASV2320
ASV2321,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,o_0319-7L14_ASV2321,f_o_0319-7L14_ASV2321_ASV2321,g_f_o_0319-7L14_ASV2321_ASV2321_ASV2321
ASV2322,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,o_0319-7L14_ASV2322,f_o_0319-7L14_ASV2322_ASV2322,g_f_o_0319-7L14_ASV2322_ASV2322_ASV2322
ASV2323,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,o_0319-7L14_ASV2323,f_o_0319-7L14_ASV2323_ASV2323,g_f_o_0319-7L14_ASV2323_ASV2323_ASV2323
ASV2324,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,o_0319-7L14_ASV2324,f_o_0319-7L14_ASV2324_ASV2324,g_f_o_0319-7L14_ASV2324_ASV2324_ASV2324
ASV2325,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,o_0319-7L14_ASV2325,f_o_0319-7L14_ASV2325_ASV2325,g_f_o_0319-7L14_ASV2325_ASV2325_ASV2325
ASV2326,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2326,f_o_Gaiellales_ASV2326_ASV2326,g_f_o_Gaiellales_ASV2326_ASV2326_ASV2326
ASV2327,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2327,f_o_Gaiellales_ASV2327_ASV2327,g_f_o_Gaiellales_ASV2327_ASV2327_ASV2327
ASV2328,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2328,f_o_Gaiellales_ASV2328_ASV2328,g_f_o_Gaiellales_ASV2328_ASV2328_ASV2328
ASV2329,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2329,f_o_Gaiellales_ASV2329_ASV2329,g_f_o_Gaiellales_ASV2329_ASV2329_ASV2329
ASV2330,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2330,f_o_Gaiellales_ASV2330_ASV2330,g_f_o_Gaiellales_ASV2330_ASV2330_ASV2330
ASV2331,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2331,f_o_Gaiellales_ASV2331_ASV2331,g_f_o_Gaiellales_ASV2331_ASV2331_ASV2331
ASV2332,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2332,f_o_Gaiellales_ASV2332_ASV2332,g_f_o_Gaiellales_ASV2332_ASV2332_ASV2332
ASV2333,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2333,f_o_Gaiellales_ASV2333_ASV2333,g_f_o_Gaiellales_ASV2333_ASV2333_ASV2333
ASV2334,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2334,f_o_Gaiellales_ASV2334_ASV2334,g_f_o_Gaiellales_ASV2334_ASV2334_ASV2334
ASV2335,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2335,f_o_Gaiellales_ASV2335_ASV2335,g_f_o_Gaiellales_ASV2335_ASV2335_ASV2335
ASV2336,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2336,f_o_Gaiellales_ASV2336_ASV2336,g_f_o_Gaiellales_ASV2336_ASV2336_ASV2336
ASV2337,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2337,f_o_Gaiellales_ASV2337_ASV2337,g_f_o_Gaiellales_ASV2337_ASV2337_ASV2337
ASV2338,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2338,f_o_Gaiellales_ASV2338_ASV2338,g_f_o_Gaiellales_ASV2338_ASV2338_ASV2338
ASV2339,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2339,f_o_Gaiellales_ASV2339_ASV2339,g_f_o_Gaiellales_ASV2339_ASV2339_ASV2339
ASV2340,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2340,f_o_Gaiellales_ASV2340_ASV2340,g_f_o_Gaiellales_ASV2340_ASV2340_ASV2340
ASV2341,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2341,f_o_Gaiellales_ASV2341_ASV2341,g_f_o_Gaiellales_ASV2341_ASV2341_ASV2341
ASV2342,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,o_Gaiellales_ASV2342,f_o_Gaiellales_ASV2342_ASV2342,g_f_o_Gaiellales_ASV2342_ASV2342_ASV2342
ASV2343,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,AK1AB1_02E,f_AK1AB1_02E_ASV2343,g_f_AK1AB1_02E_ASV2343_ASV2343
ASV2344,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,AK1AB1_02E,f_AK1AB1_02E_ASV2344,g_f_AK1AB1_02E_ASV2344_ASV2344
ASV2345,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2345,f_o_Solirubrobacterales_ASV2345_ASV2345,g_f_o_Solirubrobacterales_ASV2345_ASV2345_ASV2345
ASV2346,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2346,f_o_Solirubrobacterales_ASV2346_ASV2346,g_f_o_Solirubrobacterales_ASV2346_ASV2346_ASV2346
ASV2347,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2347,f_o_Solirubrobacterales_ASV2347_ASV2347,g_f_o_Solirubrobacterales_ASV2347_ASV2347_ASV2347
ASV2348,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2348,f_o_Solirubrobacterales_ASV2348_ASV2348,g_f_o_Solirubrobacterales_ASV2348_ASV2348_ASV2348
ASV2349,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2349,f_o_Solirubrobacterales_ASV2349_ASV2349,g_f_o_Solirubrobacterales_ASV2349_ASV2349_ASV2349
ASV2350,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2350,f_o_Solirubrobacterales_ASV2350_ASV2350,g_f_o_Solirubrobacterales_ASV2350_ASV2350_ASV2350
ASV2351,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2351,g_f_Solirubrobacteraceae_ASV2351_ASV2351
ASV2352,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2352,g_f_Solirubrobacteraceae_ASV2352_ASV2352
ASV2353,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2353,f_o_Solirubrobacterales_ASV2353_ASV2353,g_f_o_Solirubrobacterales_ASV2353_ASV2353_ASV2353
ASV2354,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2354,f_o_Solirubrobacterales_ASV2354_ASV2354,g_f_o_Solirubrobacterales_ASV2354_ASV2354_ASV2354
ASV2355,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2355,f_o_Solirubrobacterales_ASV2355_ASV2355,g_f_o_Solirubrobacterales_ASV2355_ASV2355_ASV2355
ASV2356,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2356,f_o_Solirubrobacterales_ASV2356_ASV2356,g_f_o_Solirubrobacterales_ASV2356_ASV2356_ASV2356
ASV2357,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,g_Conexibacter_ASV2357
ASV2358,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,g_Conexibacter_ASV2358
ASV2359,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,g_Conexibacter_ASV2359
ASV2360,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,g_Conexibacter_ASV2360
ASV2361,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2361,g_f_Conexibacteraceae_ASV2361_ASV2361
ASV2362,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2362,f_o_Solirubrobacterales_ASV2362_ASV2362,g_f_o_Solirubrobacterales_ASV2362_ASV2362_ASV2362
ASV2363,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2363,f_o_Solirubrobacterales_ASV2363_ASV2363,g_f_o_Solirubrobacterales_ASV2363_ASV2363_ASV2363
ASV2364,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2364,f_o_Solirubrobacterales_ASV2364_ASV2364,g_f_o_Solirubrobacterales_ASV2364_ASV2364_ASV2364
ASV2365,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2365,f_o_Solirubrobacterales_ASV2365_ASV2365,g_f_o_Solirubrobacterales_ASV2365_ASV2365_ASV2365
ASV2366,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2366,f_o_Solirubrobacterales_ASV2366_ASV2366,g_f_o_Solirubrobacterales_ASV2366_ASV2366_ASV2366
ASV2367,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,g_Conexibacter_ASV2367
ASV2368,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2368,g_f_Conexibacteraceae_ASV2368_ASV2368
ASV2369,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,g_Conexibacter_ASV2369
ASV2370,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2370,f_o_Solirubrobacterales_ASV2370_ASV2370,g_f_o_Solirubrobacterales_ASV2370_ASV2370_ASV2370
ASV2371,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2371,f_o_Solirubrobacterales_ASV2371_ASV2371,g_f_o_Solirubrobacterales_ASV2371_ASV2371_ASV2371
ASV2372,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2372,f_o_Solirubrobacterales_ASV2372_ASV2372,g_f_o_Solirubrobacterales_ASV2372_ASV2372_ASV2372
ASV2373,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2373,f_o_Solirubrobacterales_ASV2373_ASV2373,g_f_o_Solirubrobacterales_ASV2373_ASV2373_ASV2373
ASV2374,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2374,f_o_Solirubrobacterales_ASV2374_ASV2374,g_f_o_Solirubrobacterales_ASV2374_ASV2374_ASV2374
ASV2375,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2375,f_o_Solirubrobacterales_ASV2375_ASV2375,g_f_o_Solirubrobacterales_ASV2375_ASV2375_ASV2375
ASV2376,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2376,f_o_Solirubrobacterales_ASV2376_ASV2376,g_f_o_Solirubrobacterales_ASV2376_ASV2376_ASV2376
ASV2377,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2377,f_o_Solirubrobacterales_ASV2377_ASV2377,g_f_o_Solirubrobacterales_ASV2377_ASV2377_ASV2377
ASV2378,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2378,f_o_Solirubrobacterales_ASV2378_ASV2378,g_f_o_Solirubrobacterales_ASV2378_ASV2378_ASV2378
ASV2379,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2379,f_o_Solirubrobacterales_ASV2379_ASV2379,g_f_o_Solirubrobacterales_ASV2379_ASV2379_ASV2379
ASV2380,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2380,g_f_Solirubrobacteraceae_ASV2380_ASV2380
ASV2381,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2381,g_f_Solirubrobacteraceae_ASV2381_ASV2381
ASV2382,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2382,g_f_Solirubrobacteraceae_ASV2382_ASV2382
ASV2383,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2383,g_f_Solirubrobacteraceae_ASV2383_ASV2383
ASV2384,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2384,g_f_Solirubrobacteraceae_ASV2384_ASV2384
ASV2385,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2385,g_f_Solirubrobacteraceae_ASV2385_ASV2385
ASV2386,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2386,g_f_Solirubrobacteraceae_ASV2386_ASV2386
ASV2387,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2387,g_f_Solirubrobacteraceae_ASV2387_ASV2387
ASV2388,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2388,g_f_Solirubrobacteraceae_ASV2388_ASV2388
ASV2389,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2389,f_o_Solirubrobacterales_ASV2389_ASV2389,g_f_o_Solirubrobacterales_ASV2389_ASV2389_ASV2389
ASV2390,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2390,f_o_Solirubrobacterales_ASV2390_ASV2390,g_f_o_Solirubrobacterales_ASV2390_ASV2390_ASV2390
ASV2391,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2391,g_f_Solirubrobacteraceae_ASV2391_ASV2391
ASV2392,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2392,g_f_Solirubrobacteraceae_ASV2392_ASV2392
ASV2393,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,f_Solirubrobacteraceae_ASV2393,g_f_Solirubrobacteraceae_ASV2393_ASV2393
ASV2394,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2394,f_o_Solirubrobacterales_ASV2394_ASV2394,g_f_o_Solirubrobacterales_ASV2394_ASV2394_ASV2394
ASV2395,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2395,g_f_Conexibacteraceae_ASV2395_ASV2395
ASV2396,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2396,g_f_Conexibacteraceae_ASV2396_ASV2396
ASV2397,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2397,g_f_Conexibacteraceae_ASV2397_ASV2397
ASV2398,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2398,g_f_Conexibacteraceae_ASV2398_ASV2398
ASV2399,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2399,g_f_Conexibacteraceae_ASV2399_ASV2399
ASV2400,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2400,g_f_Conexibacteraceae_ASV2400_ASV2400
ASV2401,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2401,g_f_Conexibacteraceae_ASV2401_ASV2401
ASV2402,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2402,g_f_Conexibacteraceae_ASV2402_ASV2402
ASV2403,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2403,g_f_Conexibacteraceae_ASV2403_ASV2403
ASV2404,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2404,g_f_Conexibacteraceae_ASV2404_ASV2404
ASV2405,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2405,g_f_Conexibacteraceae_ASV2405_ASV2405
ASV2406,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2406,g_f_Conexibacteraceae_ASV2406_ASV2406
ASV2407,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2407,g_f_Conexibacteraceae_ASV2407_ASV2407
ASV2408,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2408,g_f_Conexibacteraceae_ASV2408_ASV2408
ASV2409,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2409,g_f_Conexibacteraceae_ASV2409_ASV2409
ASV2410,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2410,g_f_Conexibacteraceae_ASV2410_ASV2410
ASV2411,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2411,g_f_Conexibacteraceae_ASV2411_ASV2411
ASV2412,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2412,g_f_Conexibacteraceae_ASV2412_ASV2412
ASV2413,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2413,g_f_Conexibacteraceae_ASV2413_ASV2413
ASV2414,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,f_Conexibacteraceae_ASV2414,g_f_Conexibacteraceae_ASV2414_ASV2414
ASV2415,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,f_Patulibacteraceae_ASV2415,g_f_Patulibacteraceae_ASV2415_ASV2415
ASV2416,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,f_Patulibacteraceae_ASV2416,g_f_Patulibacteraceae_ASV2416_ASV2416
ASV2417,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,f_Patulibacteraceae_ASV2417,g_f_Patulibacteraceae_ASV2417_ASV2417
ASV2418,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,f_Patulibacteraceae_ASV2418,g_f_Patulibacteraceae_ASV2418_ASV2418
ASV2419,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2419,f_o_Solirubrobacterales_ASV2419_ASV2419,g_f_o_Solirubrobacterales_ASV2419_ASV2419_ASV2419
ASV2420,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2420,f_o_Solirubrobacterales_ASV2420_ASV2420,g_f_o_Solirubrobacterales_ASV2420_ASV2420_ASV2420
ASV2421,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2421,f_o_Solirubrobacterales_ASV2421_ASV2421,g_f_o_Solirubrobacterales_ASV2421_ASV2421_ASV2421
ASV2422,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2422,f_o_Solirubrobacterales_ASV2422_ASV2422,g_f_o_Solirubrobacterales_ASV2422_ASV2422_ASV2422
ASV2423,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2423,f_o_Solirubrobacterales_ASV2423_ASV2423,g_f_o_Solirubrobacterales_ASV2423_ASV2423_ASV2423
ASV2424,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2424,f_o_Solirubrobacterales_ASV2424_ASV2424,g_f_o_Solirubrobacterales_ASV2424_ASV2424_ASV2424
ASV2425,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2425,f_o_Solirubrobacterales_ASV2425_ASV2425,g_f_o_Solirubrobacterales_ASV2425_ASV2425_ASV2425
ASV2426,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2426,f_o_Solirubrobacterales_ASV2426_ASV2426,g_f_o_Solirubrobacterales_ASV2426_ASV2426_ASV2426
ASV2427,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2427,f_o_Solirubrobacterales_ASV2427_ASV2427,g_f_o_Solirubrobacterales_ASV2427_ASV2427_ASV2427
ASV2428,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2428,f_o_Solirubrobacterales_ASV2428_ASV2428,g_f_o_Solirubrobacterales_ASV2428_ASV2428_ASV2428
ASV2429,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2429,f_o_Solirubrobacterales_ASV2429_ASV2429,g_f_o_Solirubrobacterales_ASV2429_ASV2429_ASV2429
ASV2430,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2430,f_o_Solirubrobacterales_ASV2430_ASV2430,g_f_o_Solirubrobacterales_ASV2430_ASV2430_ASV2430
ASV2431,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2431,f_o_Solirubrobacterales_ASV2431_ASV2431,g_f_o_Solirubrobacterales_ASV2431_ASV2431_ASV2431
ASV2432,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2432,f_o_Solirubrobacterales_ASV2432_ASV2432,g_f_o_Solirubrobacterales_ASV2432_ASV2432_ASV2432
ASV2433,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2433,f_o_Solirubrobacterales_ASV2433_ASV2433,g_f_o_Solirubrobacterales_ASV2433_ASV2433_ASV2433
ASV2434,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2434,f_o_Solirubrobacterales_ASV2434_ASV2434,g_f_o_Solirubrobacterales_ASV2434_ASV2434_ASV2434
ASV2435,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,o_Solirubrobacterales_ASV2435,f_o_Solirubrobacterales_ASV2435_ASV2435,g_f_o_Solirubrobacterales_ASV2435_ASV2435_ASV2435
